node,split,p1,p0
root,odor_n,0.48153467377923675,0.5184653262207632
1,spore-print-color_r,0.04009433962264151,0.9599056603773585
0,stalk-root_c,0.8213507625272332,0.1786492374727669
1-1,None,1.0,0.0
1-0,None,0.015481373971940009,0.98451862602806
0-1,None,0.05952380952380952,0.9404761904761905
0-0,None,0.9272125723738627,0.07278742762613731
